ANT	dA	POST	TAG
Herhalde DGM Savcılığı ya da Adalet Bakanlığı tarafından kamuoyunun merak ettiği soruları cevaplandıracak şekilde bir açıklama yapılır . İlk gün	de	söylediğim gibi ilk görünüş itibariyle adli bir olay görünümü verdiğini söylemiştim .	NDC
Çünkü maç günlerinde en kalabalık kafelerin başında yer alıyor . Her iki katında	da	projeksiyondan maç izlemek mümkün .	NDC
Eczacılara güvenerek bu ürünlerden alıyor olabilirsiniz ama yine	de	yanlış bir tercih yapmak istemiyorsanız , bu yazı tam size göre .	NDC
Bana her gün gel	de	, Türkçe sohbet edelim .	DC
70 milyon demişsin şimdi 75 milyon olduk . Sana soran olmamış . hadi ben sorayım	da	sevin . Nüfusumuz ne kadar olsun ? KM kareye kaç kişi düşerse yeter .	DC
sözleri çok iyiydi bana göre ve çınarı dün gece daha iyi anladım gururun ne demek olduğunu	da	çınar mavinin resimlerini hani aylardır baş ucunda duran resimleri çekmeceye kaldırdı ya ben kendimi çok acayip hissettim sanki yenilmiş gibi ...	NDC
O kadar iyi biliyorsan çık	da	sen at bakalım o golleri .	DC
Arkadaşlar ben geldim	de	hiç hoş gelmedim .	DC
Dedim ki bütün aileyi bu yıl başında toparla . Ben	de	geliyorum . Babam telefonu kapatmış ve öyle mutluyum ki demiş .	DC
SL100 , kullanıcılarına ikinci bir el cihazı yardımıyla telsiz tarzı iletişim imkanı sunuyor . SL100'ü bebek telsizi ( babyphone ) olarak	da	kullanmak mümkün .	DC
Hayatımızın hatası lütfen okuyun herkes okusun	da	bilsin . Hatamız 307 look almak oldu .	DC
bankalarının milli sermaye elinde kalması için uğraşıyorlar . Onlar bu işi bilmiyor	da	yalnızca biz mi biliyoruz ! Sevgili dostlar , bu noktada konuyu biraz daha açalım	DC
Daha sonra , Kadir Çelik'in programında iki kere Yaşar Öz'ün o dosyayı açıkladı , beni çıkarttı , Mesut Beyi çıkarttı , hatta teslim alan komiseri	de	çıkarttı , kamuoyu ilgi duymadı .	DC
Yoksa Orhan'la Kerem birbirini öldürecek dedi . Ben	de	ödemeyeceğimi ifade ettim . Akın , kendisini Yeşil' olarak tanıtan kişinin kendisine Oturduğun sitenin güvenlik şefinden senin çevreye çok yardım ettiğini öğrendim şeklinde konuşarak , üstü örtülü şekilde göz dağı verdiğini ifade etti .	NDC
Yukarıdan hasta diye indirilen çocuğa niye coplarla saldırdı Türk Polisi ? Yoksa her maç böyle oluyor	da	biz mi görmüyoruz televizyonlardan ?	DC
Neyse ki yaşananların ve yaşatılanların utancı basınımızda bazı vicdanları rahatsız etti	de	, İsviçre-Türkiye maçı esnasında zirveye çıkan cinnet ardından bazı gerçekleri görenler var .	DC
Türkiye'nin , işkencenin ve yasal olmayan tutuklamaların tamamıyla yok edilmesi , yargı sisteminde şeffaflık özellikle	de	yeni yasaların yürümesi konusunda yargıda reform , yaşam standardının yükseltilmesi , terörizmle mücadele , göçle ilgili konular , serbest ekonomi , yabancı yatırımları cezbetme , ifade özgürlüğü gibi iç sorunların yanı sıra Kıbrıs sorunu gibi dış sorunları da çözmek zorunda olduğuna işaret edilen haberde , bu isteklerin AB'nin standart koşulları arasında yer aldığı , bunların arasında önemli olan ve İngiltere'nin üzerinde durduğu , Türk kimliğinin köklerinde var olan ve 1300 yıldan beri bu ülkenin kültürel temelini oluşturan konuların değişmesi olduğu vurgulanmaktadır .	NDC
Yani yıllara yaymamız lazım . Yıllara yayabilmenin tek yolu	da	IMF'den geçiyor . Kendimizi zorlayarak ( 2 - 3 sene içinde borçlarımızı ödeyeceğiz ) demek yerine 25 milyar doları daha rahat ödeyebilmek için IMF ile yeni bir düzenleme yapmak lazım .	DC
Oral , memur maaşlarında enflasyonun üzerinde 2 puanlık refah payı uygulamasının sürüp sürmeyeceğine ilişkin soruyu da Katsayı tespit edilirken ona	da	karar verilecek . Biz katsayıyı tespit etmediğimiz için buna da yer vermedik diye yanıtladı .	NDC
Ne yani , Abi ben hırsızım , biraz koltuk çık	da	dükkân açalım , diye kapıda kuyruğa mı girecek vatandaş ?	DC
İkinci turda her gruptan birinciler final - foura kalacak . İçerdeki maçları kazanıp , deplasmanda	da	galibiyetler alarak , final foura kalmak istiyoruz .	DC
Acaba Amerikalı dostlarımızın Irak'a bir askeri harekat niyeti yok	da	bu harekat olasılığını sürekli ayakta tutup Irak yönetimini , Bağdat yönetimini canından bezdirmek mi istiyor bu akla gelen bir şey .	DC
Bundan sonra biz de çapulcu gibi davranalım	da	gör bakalım çapulcu nasıl oluyormuş .	DC
siz bir ilacı uzun süre kontrolsüz verirseniz , istenmeyen sonuçlarla karşılaşırsınız . Şişmanlık ilaçlarında da şişmanlığı önleyici tedavi protokollerinde	de	yapılan en büyük yanlışlar , bir takım yanlış medyatik yaklaşımlarla ilaç olduğu bilinmeyen bazı maddelerin de kontrolsüz olarak kullanılması .	NDC
GM Başkan Yardımcısı Jonathan Browning , Türkiye'de yatırım planlarına ilişkin bir soruyu , Burada geçmişte montaj tesisimiz vardı . İmalat	da	yapıyorduk . İmalat açısından Türkiye gelecekte çok çekici bir lokasyon olacak .	DC
Helikopterle kurtarma Gerektiğinde helikopterle de kurtarma olabileceğini ifade eden İstanbul Büyükşehir Belediye Başkanı Topbaş , üç gündür kanal ve mazgal temizleme çalışmalarının sürdüğünü , kritik noktalarda	da	iş makineleri ve kurtarma ekiplerinin hazır olduğunu bildirdi .	NDC
Bunlar nedir yahu , ben mi uzaydan geldim	de	anlamıyorum yoksa bunlar mı uzaylı  ?	DC
Bu kültür M.Ö. II . binde özellikle Ege Bölgesi ve Boğazlar yoluyla Karadeniz’le , Balkanlar yoluyla Avrupa’yla , Anadolu yoluyla	da	Ön Asya ile ilişkideydi . Girit’in diğer kültürlerle ilişkisi ticari amaçlıydı .	NDC
Deri iyice cızır cızır olmalı ki derideki yağlar ete insin . Ters çevirince	de	diğer tarafa geçsin .	NDC
İnanır mısınız , onun hatasını , o bizden para çaldığını Mehmet Bey duydu	da	bana söyledi . Bu adam para çalıyor , haberin olsun , kovar mısın , atar mısın bilmiyorum dedi	DC
Şarkı bitmiş bara geçiyorsunuz , insanlar geliyorlar , içeyim bari kurtulayım dediğim günler onlar . Şimdi içmiyorum , barda	da	çalmıyorum . Şimdi nasılsınız ? Şimdi daha çok yalnız kalmayı sevmeye başladım .	DC
1982 ile 1995 arasında 420 bin kişi incelenerek yapılan araştırma , konusunda dünyanın en kapsamlı araştırması oldu . Bilimadamları , bu yıllar arasında , vatandaşlık numaralarını kullanarak , aralarında 10 yıl süre cep telefonu	da	kullanan 50 bin kişinin de bulunduğu 420 bin kişinin sağlık kayıtlarını inceledi .	NDC
Bu kez ; sağ elin diğer parmakları akım yönünde kıvrıldığında , başparmak alan yönünü gösterir . Atomların yörünge elektronları	da	, hareketlilikleri sonucu , dairesel akım oluşturuyor gibidirler . Dolayısıyla bazı atomlar , minik mıknatıslar gibi davranır .	NDC
Hıristiyan - Demokratlar böylece Günther Verheugen'in raporunu meşruiyet tartışması zeminine çekmeye çalışacaklar . Gerçekten	de	Komisyon görevi devretmek için gün sayıyor .	NDC
Bunun üzerine mahkeme Akkuş'un cinayetle ilgisi olmadığı için tahliyesine , davanın	da	yeniden görülmesine karar verdi . İkinci yargılamada Akkuş beraat etti ve karar kesinleşti .	NDC
İhale peşinde değiliz , bu işten anlamayız , komisyonculuk	da	işimiz değil . Sadece yanlış gördüğümüz şeylerin yanlış olduğunu göstermeye çalışıyor ve bazı günahlara ortak olmak istemiyoruz .	DC
Neden darbeler hep üçüncü dünya ülkelerinde , G. Amerika'da ya	da	okyanusların muz cumhuriyetlerinde gerçekleşiyor ? Birkaç gün önce Pakistan'da ihtilal ...	NDC
Sinemanın en önemli işlevlerinden biri zaten kültürleri irdelemek ve buluşturmaktır . Dünya'da yaşanan olayları	da	göz önüne aldığımızda , farklı kültürleri Antalya'daki bu organizasyonda buluşturmayı hedefledik dedi .	NDC
yapı malzemesi olarak meşe , gürgen ve çam ağaçları kullanılan evlerin en önemli özelliği , sokak ya	da	ön cephe yönünde , doğal bitkisel çizgilerin yanı sıra çiçek ve hayvan figürlerine ağırlık veren art nouveau ve barok sanatlarını yansıtması .	NDC
Kapıdaki güvenlik görevlisi beni oyalamaya çalışıyor ; 10 dakika kadar başarılı	da	oluyor . Ama ben sabahın köründe gazeteye gitmeye alışmışım ya , içimde hep işe geç kaldığım hissi var .	DC
Ne olursun anneciğim babama söyle	de	doktor amcalar ellerimi geri taksınlar .	DC
Onun etkilerini tasarrufçu özümsedi ve zaten garanti kalkmayacak , 50 milyara inecek . Bu	da	ülkemizdeki ortalama mevduatı fazlasıyla karşılıyor . Geniş kitleleri fazla etkilemez .	DC
Eskişehirspor'un ikinci yarısına çıkmadığı maçta hiçbir şey mi olmadı	da	bu kadar kızmaktasınız Allah aşkına ?	DC
günde 5 saat çalıştı	da	o reklamdaki gibi vücuda sahip oldu .	DC
Ecevit , Silahlı Kuvvetler mensupları , polis , vali ve kaymakamların bu bölgelerde zorunlu olarak görev yaptığını hatırlatarak , aynı zorunluluğun başka meslek dallarına da getirilmesinin yararlı olacağını , doğu ve güneydoğuda buna büyük ihtiyaç olduğunu söyledi . İl özel idarelerinin bir görevinin	de	kırsal alanın ve köylülerin kalkınmasına katkıda bulunmak olduğunu belirten Ecevit , valilerin de bu konuda büyük çaba gösterdiklerini kaydetti .	NDC
Zaten toplum olarak Aman bir laf etmeyeyim	de	başıma iş açılmasın mantığıyla ilerleyen bir milletiz , bunun üstüne bir de futbolculara Konuşma yasağı getiren yöneticiler eklenince tuz biber oluyor .	DC
daha erken takip etmeye çalışayım	da	bu kadar birikmesin sayfalar .	DC
Ya ona bir şey olsaydı . Gözlerinin önüne gelmiş	de	kovmak ister gibi yüzünü buruşturdu Nehir .	DC
Ben gazete okumuyorum , ömür boyu	da	okumayacağım . Bana güzel bir gerçekten bahsedin , düşleri bir kenara bırakayım .	DC
Bir seferinde Özaslan’la koridorda karşılaştık : Kız buralara gidip geliyorsun	da	neden bana uğramıyorsun . Gel bak bu yeni binada çok modern olduk .	DC
Karamsar tipteki kadınlar , problemlerini genellikle arkadaşlarıyla paylaşır ve o anda söylenenlerle , verilen destek	de	ikna olmaları için yeterli olur . Fakat eve dönüp , yalnız kaldıklarında kendilerini yine televizyonun karşısında kara kara düşünürken bulurlar .	NDC
Tamam çarpık kafalı olduğumu anladım	da	bu nasıl oluyor da Türkiye ' nin haklılığının göstergesi oluyor onu inanın anlayamadım .	DC
Olduğumuz gibi görünelim de şeffaf olalım , yani bakınca kimse bir şey görmesin , diye mi ? Yoksa , olmadığımız gibi bir imaj yaratalım	da	arkasına saklanıp kafamızı dinleyelim , diye mi ? Ne olursa olsun , işin tadını belirleyen , dürüstlüktür .	DC
Türkiye’yi desteklemek için , imza kampanyaları , toplantılar , gösteriler	de	yapıldı . Kişisel çaba gösteren Türkler de var .	NDC
Böylece daha önce Ecevit hükümeti zamanında da tartışılan ekmeğin poşetlenerek satılması kesinleşti . Ekmek	de	diğer tüm gıda maddeleri gibi poşette satılacak .	DC
Tahran'da halka hitap eden Ahmedinecad , Filistinliler ve bölgedeki öteki ulusların eninde sonunda İsrail'i bölgeden söküp atacaklarını iddia ederken Yahudi soykırımının peri masalı olduğu yolundaki iddiasını	da	tekrarladı . Daha önce İsrail'in haritadan silinmesi gerektiğini savunan ve Batı'ya alın kendi topraklarınızı verin diye seslenen Ahmedinecad , son konuşmasında yine Batı'ya çağrı yaptı ve 60 yıl önce yarattığınızı ortadan kaldırın .	NDC
Tükete tükete hikâye kalmadı	da	, onun için mi böyle bir yarışma düşündünüz  ?	DC
Kitap ucuz olsa , insanlar özeniyor	da	okuyor deriz . Bu kitabı daha çok 25 - 40 yaş aralığındaki kadınlar alıyor .	DC
Erkek , kadının üzerine evlenebilir . Dilerse karısının , karılarının üzerine cariye	de	alabilir . Kadın için , kocasının üstüne evlenmek gibi bir hak yoktur .	DC
kavga ettik diye açıklama yaptı	da	oradan biliyorum detayları .	DC
Adana ' dan çıkılan yol , şimdilik Milano ' dan geçiyor	da	Hoca ' nın aklından uzun vadede neler geçiyor çok merak ediyorum .	DC
Allahım nolur , nolur şu maviye akıl fikir ver	de	iyi bir şeyler olsun . Dediğim gibi Aksak mavinin çınara karşı olan hislerini duyacak .	DC
İyi niyet olmazsa , samimiyet olmazsa , diyalog bir fayda getirmeyecektir . Bu konuları dile getirdik ve hemfikir olduğumuz her iki taraftan	da	vurgulandı . Yılmaz , bugünkü dünyada Hıristiyan ülkelerde Müslüman nüfusun , Müslüman ülkelerde	NDC
Üçüncüsü , hükümetin beklentileri iyi yönetemediği ortaya çıkmıştır . Piyasalarda gelişen , ABD mali paketi ile ortaya çıkabilecek olumlu tablo beklentisi , hükümet tarafından	da	desteklenmiştir . Para gelmeden girilen balayı havasına Durun bakalım denilmemiştir .	NDC
maç başına ortalamalarına bakıldığında Galatasaray'ın üstünlüğü maalesef kendini en çok sarı ve kırmızı kartlarda gösterdiği görülüyor . Her ikisinde	de	birinciliği kimseye bırakmamışlar . Sarı kırmızılı futbolcuların Türkiye'deki maçlardan sonra Biz Türkiye'yi Avrupa'da temsil ediyoruz	NDC
Ardından eve gidelim diye önerdi küçük arkadaşım . Eve gidelim	de	televizyon seyredelim . Kumandayı kaptırmadım ama klip seyretmesine engel olamadım .	DC
Hatta geçen yıllarda Çin'den gelen bir şilep dolusu kalitesiz de olsa işe yarar durumdaki televizyonlar , binlerce ailenin evini renklendirmişti . Televizon dedim	de	, aslında Küba'da sadece iki adet devlet kanalı var .	DC
Gazete yolda ... Radyo ve TV için çalışmalar yapılıyor . Çok güzel	de	, bu iş Türkiye Spor Yazarları Derneği’nin takım kurup Süper Lig şampiyonu olmasına benziyor .	DC
sen hala korkuyorsun demek o zaman bekle	de	gör cesareti dedi don kişot ; ve keşişlere saldırdı	DC
3.5 saatlik operasyon geçiren Gürüz'ün parmağının diğer bölümünden doku ve deri alınıp kopan parmak ucuna yamandı . Tırnak kökü	de	yerine dikildi . Tazminat istedi İki ay boyunca sağ elini kullanamayan Prof. Dr. Gürüz .	DC
Pazartesi günkü yazımızda , BRT'de Türkçe konusu tartışılırken Yalçın Menteş'in söylediği tekerlemenin eksik olduğunu belirtmiş ve kendimize göre tamam olanı yazmıştık ... Meğer bizim bildiğimiz	de	eksikmiş ! Başta tiyatro oyuncusu Savaş Dinçel dostumuz ve diğer okurlarımız eksiğimizi tamamladılar .	DC
İşte orada şüpheliyim . Yani normalde insanlar öyle söyler	de	iş icraata gelince mırın kırın eder .	DC
Şimdi ekonomiden kendisinin de sokaktaki vatandaşın da köylünün ve memurun da rahatsız olduğunu dile getiren Zorlu , Ama geriye dönelim	de	arkamıza bakalım nasıl bir hayat yaşadık , nasıl bir harcama yaptık ?	DC
Batılı dostlarımız için Kıbrıs sorunu galiba uygarlıklar çatışması niteliği kazanmış	da	bizim haberimiz yok . Uyanmadıysak bile tek gözümüzü açabiliriz .	DC
Başbakan Recep Tayyip Erdoğan , yapılan zammın Sirke gitmek en büyük merakım , en büyük heyecanımdı , çocukluğumdan beri . Şehre bir sirk gelsin	de	ben gitmeyeyim . Ben hâlâ çocuğum , ama BAŞBAKAN Erdoğan Muhafazakarlık ve Demokrasi semponyumunda çok önemli bir konuşma yaptı .	DC
O suretle gömülecek olanı ihya etti	de	gömülmez oldular . Diye onunla iftihar etmiştir .	DC
Millet geçmiş seçimlerde dediklerimize uymadı , Ya rabbi , ben belamı istiyorum diye oylarını diğer partilere verdi . Allah	da	belalarını verdi . SP nurtopu gibi yeni bir çocuk olarak doğdu .	NDC
Amerikalı yetkililer her ne kadar Irak'ta iç savaş olmadığını iddia etse de saldırılar bunun tersini gösteriyordu . Artık sözler	de	tersini gösteriyor ... Guardian gazetesinin muhabiri , Irak'taki direnişçi gruplarla konuştu .	NDC
bu arada daha önceki vukuatını da hatırlatalım , uzatmalısı Derya Tuna’yı daha	da	ileri gitmis ve ayağından vurdurmuştu , Asena’nın da benzer bir akıbete uğramış olduğunu öğrendim daha sonra da .	NDC
Moskova davalarına benzer , diktatoryal dönemlerin getirdiği yargıların zaman içinde aşılması daha kolaydır	da	, tarihin gelişme yönünde yer almayanların sonradan bağışlanması daha zordur .	DC
İş için , yalnız başıma geldiğim seferlerde adabımla gelip , toplantılarımı yapıp yine adabımla gidiyorum	da	, bütün o en sevdiklerimi görüp derinlere dalınca dönemiyorum bir türlü .	DC
Yaşamın bir anlık kayda geçirilmesini onlara borçluyuz . Evin , evlerin yalnızlıkları da sevinçleri	de	onlara ait . Son söz Necatigil'in .	NDC
Bahçeli , kararlılık ( ! ) gösteriyor , Ben bir siyasi partiyim diyor . İyi güzel	de	gelin bir de şöyle bakalım . İdam konusunda Muhalefetle anlaşabilirsiniz diyen MHP ve Bahçeli , ne oldu da sonradan ortaya bir de kültürel haklar konusunu çıkardı ?	DC
Bu bölgelerde üretim yapan firmalar ömür boyu gümrük vergisi	de	dahil olmak üzere tüm vergilerden ve ihracat / ithalatla ilgili tüm düzenlemelerden muaf .	NDC
Danıştay 5. Dairesi , Kayahan'ı haklı buldu ve önce yürütmeyi durdurdu , ardından 1979'da belediye işlemini iptal etti . Kayahan geriye dönük olarak maaşlarını	da	alabilecekti . Bu kesin karara rağmen belediye Kayahan'a işbaşı yaptırmadı .	NDC
Birkaç kez çok zorlandığımız noktalar oldu . Hatta hiç geri adım atamayacağımız bir nokta	da	çıktı . Umudumuzu kaybettiğimiz bir nokta .	DC
Çayı sütlü içmenin vahim bir saçmalık olduğunu düşünmelerine rağmen , mademki bu salak kul da böyle bir huy edinmiş deyip , her seferinde de bana özel minnacık kapta süt koymayı	da	ihmal etmiyorlar tepsiye . Kimileri kıtlama içer , kimileri limonlu kimileri sütle işte ...	NDC
Şaşılık ameliyatı genellikle genel anestezi altında yapılır . Bazı erişkinlerde lokal anestezi	de	uygun olabilir . Ameliyat sadece göz küresini saran dokunun kaldırılması ve gözü hareket ettiren kaslara ulaşılması ile başlar .	DC
Hatiboğlu , daha sonra yaptığı açıklamada , yasanın iptalini istedikleri hükümlerin , Anayasa'nın başlangıç maddesi	de	dahil olmak üzere bir çok maddesine aykırı olduğunu söyledi .	NDC
O zaman niye yorumluyorsun kardeşim , diyecek olursanız , olayı anlatayım	da	öyle karar verin ...	DC
Sana boşuna delifişek demiyoruz , Biliyoruz	da	konuşuyoruz . Sen hiç rol yapamıyorsun ya , neyse işkolik hanım ben gidiyim artık , yoksa açlıktan ölücem .	DC
çocuklara daha iyi gelecekti , gelmeyecekti	de	gelseydi keşke , olsaydı , ne iyi olurduydu .	DC
Güvenlik durumunu kontrol edebileceğimizi düşünüyoruz derken Bremer , Egemenlik devrine hazır olduğunuzu söylediniz , biz	de	kabul ettik . Irak'ın geleceğinden emin olarak bu ülkeden ayrılıyorum ifadesini kullandı .	DC
AB üyeliği işte şu önümüzdeki reform önlemlerinden geçer . Yok başka yerden geçer diyorsan , üye yap	da	nereden geçirirsen geçir . DEMİREL'in konuşmasının başında	DC
Bu paketi kurduktan sonra Media Player Classic ve KMPlayer gibi oynatıcılar ile en iyi performansı alabilirsiniz . Tabii program diğer oynatıcıları	da	destekliyor . İçeriğindeki çözücülere ve araçlara bakarsanız gerçekten işe yarayacağını siz de göreceksiniz .	DC
Onu , yazıda adı geçen diğer isimlerle bir tutmam . İlişki fiskoslarıyla manşet olma derdi olduğunu	da	hakikaten sanmam . Ama söyler misiniz , şovbiz nüfusu , bir lokma daha reytingden , bir parça daha gündem olmaktan şikâyet edebilir mi ?	DC
Nasıl endüstriyel bir yatırımda vergi muafiyetleri tanıyorsanız aynı şekilde kültürel faliyetlerde bulunan kurumlarda	da	benzer vergi muafiyetlerinin tanınması lazım .	NDC
yarın sınavım var ama şurdan da kalkmak hiç gelmiyor içimden . neyse biraz çalışayım	da	tekrar gelirim bol bol yazın arkadaşlar Begüm'ün de dediği gibi .	DC
Paylaşınca çoğalacağımızı düşündüğümüzden mi ? Olduğumuz gibi görünelim	de	şeffaf olalım , yani bakınca kimse bir şey görmesin , diye mi ? Yoksa , olmadığımız gibi bir imaj yaratalım da arkasına saklanıp kafamızı dinleyelim , diye mi ?	DC
İlk söylediğimiz noktaya geri dönmek istiyorum . Bu seçim sonrasında	da	herkesin kendini yeniden tanzim etmek zorunda kalacağı bir yeniden derlenip toparlanma seçimine gebe kalacak gibi .	NDC
Buna dayalı olarak da eğer bina bazında önlemini alamamışsa ki halkın tabi herkesin alma şansı yok , yedekleme sistemleri yoksa su kesintisi ve doğalgaz kesintileri gündeme gelmeye başlıyor ve o zaman	da	malesef kent yaşamı modern yaşam bu tür koşullardan dah açok etkileniyor , böyle söylemek lazım .	NDC
Harun yerde kurbanın kan izinden farklı muhtemelen katile ait olan ve bacağından akan kan damlaları buldu . Kan damlalarını takip eden dedektifler cinayet silahı gibi görünen nesneyi	de	buldular ; 10 cm uzunluğunda tek tarafı keskin bir bıçak .	DC
Müddeiumumî yerine savcı'yı benimsedik	de	, hâkim varken yargıç'a kanımız kaynamadı işte .	DC
Sen kendi haremine sahip çık . Bizi de , bırak	da	kendi haremimizde demokrasi , düşünce özgürlüğü , inanç özgürlüğü gereği içerisinde bunu yapalım .	DC
katil yakalanacak film bitecek sandık oysa dedektifler resmen katilin elinde oyuncak olmuş	da	haberimiz yokmuş . hele dedektif Mills'e karısının kesik kafasını gönderdiği sahnede aklımdan çıkmıyor .	DC
Biz sohbet ederken Meclis Başkanı Bülent Arınç geldi ama kameriyenin altına girmedi	de	girişinde beklemeyi tercih etti .	DC
Buna kafası yatmayanlar da , Niçin böyledir	de	daha iyisi yoktur diye düşünebilirler .	DC
Genç kız uykuya daldığında arkadaşı da alt katta ki yaşlı ressama ziyarete gitti . Bu sırada yaprak olayını	da	anlattı yaşlı adama .	DC
Seri gol fırsatları yakaladık . Riske	de	girdik . Ancak sadece bir gol bulabildik .	DC
Veya küfürbaz , polis tarafından kulağından tutularak tribünden atılır . E , zoraki ayıklamanın sonucu olarak	da	nesilleri yavaş yavaş tükenir . Nasıl yani , binlerce kişiyi kontrol edebilecek miyiz ?	NDC
Aslında zeytinyağında bir meyve kokusunun olması gerektiğini Hasan bey bize anlattı . Ancak koklarken ve tadarken gerçekten	de	o kokuyu ve tadı duyumsuyorsunuz . Tabii ben , acemi bir zeytinyağı tadımcısı olarak .	NDC
Allah'tan , sizi temsilen birkaç aydın müsveddesini hapishanelerde tutuyorum	da	, içim biraz olsun ferahlıyor . Yoksa , topunuzu içeri atmak işten bile değil ...	DC
Bu konuda en fazla yorum yapan köşe yazarlarının isimlerini	de	veren Bahçeli , haber ve yorumların büyük çoğunluğunun partisinin aleyhine olduğunu belirtti .	NDC
Siz nasıl da serbestçe yorumlarınızı yazıyorsanız , bırakın	da	o da kendine ait hislerini düşüncelerini yazsın işte .	DC
Görevi hâkimlik , ama kendisine fazla hâkim olamadığı çok açık . Mesaj yollamıyor	da	, zabıt kâtibine tezkere yazdırıyor sanki .	DC
Dövüşenler de var aramızda Geçen 1 Mayıs günü meğerse İzmir'de neler olmuş	da	haberimiz yok . Av. Senih Özay , emniyet güçlerinin kendisini miting alanına sokmamasının nedenini bir dilekçeyle İzmir Valiliği'nden sormuş .	DC
AB üyesi ülkelerin dışişleri bakanlarından oluşan AB Genel İşler Konseyi'nin bugün Brüksel'de yapacakları toplantıda Türkiye'nin tepkisini ne derecede dikkate aldıkları	da	görülmüş olacak . Ankara'da bu çalkantılar yaşanırken bugün kesinleşecek olan KOB'a verilecek cevap , koalisyon liderlerinin yapacağı görüşmeler ve Perşembe günü Cumhurbaşkanı Sezer , Başbakan Ecevit , Dışişleri Bakanı İsmail Cem , Genelkurmay Başkanı Orgeneral Kıvrıkoğlu ve Dışişleri müsteşarlarının yapacakları zirvenin ardından belirlenecek .	NDC
Beyza ' nın Kadınları az kalsın bomba gibi film olacakmış	da	direkten dönmüş . Ama önce yüksek müsaadenizle , filme gidene kadar başımıza gelenleri çiziktireceğim .	DC
Ayrıca istepne lastiği de yine bu düşünülerek yoktu . Neyse itiraz ettim	de	stepne lastiği verdiler fakat bu seferde arabayı ilk aldığımda verdikleri otomatik lastik şişirme setini geri aldılar .	DC
Almanya ' da Nazizm ' in yaptıklarına karşı bu devletin kuruluşuna el vererek , bütün Hıristiyan Batı , Ortaçağ ' dan beri işleyen sicilinde bu kategoriye (  antisemitizm  ) giren sabıkalarını temizleme yolu bulacağına inanmıştı . Büyük ölçüde buldu	da	. Ama o aşamada kendi antisemitizm dosyasına sünger çeken Batı , İsrail'e verdiği armağanı gene başkasının kesesinden yapmakta kusur etmiyordu .	DC
Kıbrıs Konusunda Tartışmak yasak mı ?  Biz Kıbrıs hakkında ne biliyoruz	da	tartışıyoruz  ? Haydi , birşeyler bildik diyelim , ama birileri var ki tartışmayı hep aynı konuya götürüyorlar .	DC
İçerdiği pek çok yararlı yöntemin yanı sıra , Oğlunuzla Konuşmalar'ın belki	de	en önemli hediyesi , erkek çocuklarımızla , ne hissetikleri hakkında konuşmamıza olanak sağlaması .	NDC
Ayrıca çekmiş olduğunuz video , fotoğraf ya da diğer türdeki verileri hem cep telefonundan bilgisayarınıza hem	de	bilgisayarınızdan cep telefonunuza aktarabilirsiniz . Bu ürünü kullanabilmek için bilgisayarınızda USB girişi bulunmalıdır .	NDC
Halbuki o gemide 900 İngiliz denizci öldü . Hiçbirisi son ana kadar görev yerini	de	terketmedi . Bizde bu dirayet oluşmuyor .	DC
Türkiye'nin en karanlık dönemine imza atanlardan biri , birkaç yıl hapis yattıktan sonra salındı . Gerçi bütün o olaylar içinde adı geçenlerden hapishanede kalan	da	bilindiği kadarıyla yok . Ağca , Abdi İpekçi'yi tek başına öldürmedi , askeri hapishaneden tek başına kaçmadı	NDC
İkincisi , Birleşmiş Milletler Güvenlik Konseyi'nin kararlarıyla bir devlete karşı yaptırım uygulanacaksa , ekonomik yaptırım da olabilir ya da askeri bir yaptırıma	da	müracaat edilebilir . Yedinci kısma göre alınan kararlara uyulması zorunluluğu var .	DC
Dünya Faaliyet Programı'nda var olan durumun yanı sıra ideal olan duruma	da	yer verilmiş ve bazı çözüm önerilerinde bulunulmuştur .	NDC
Ancak , basitleştirmenin tehlikeleri göze alındığında , günümüz dünyasındaki temel bölünme konusunda açıklama gücü çok daha üstün bir teori var . O	da	giderek globalleşen dünyada temel mücadelenin iki zıt zihniyet arasında olduğuna dair .	DC
Ben zaten haftada iki gün çalışıyorum . Rolüm çok değil . Diğer zamanlar	da	beraberiz . İçimizde en rahatı Ali aslında .	DC
Dönüp dolaşıp yine aynı ruh haline büründüğüm için kendime çok kızıyorum . Bu nasıl bir iş  ? Aslında kafayı yedim	de	, haberim mi yok  ?	DC
Karşılaşmanın 39. dakikasında çıkan tartışma sonrası , Üzülmezspor'un kalecisi Barış'ın , rakip takım oyuncusu Murat Erdoğan'a tokat atması üzerine çıkan kavgaya diğer futbolcular	da	karıştı . Kırmızı kartla oyun dışı kalan Barış , kendisine küfür ettiği iddiasıyla rakip takım taraftarlarının bulunduğu tribüne yöneldi .	NDC
Ben de yaparım , diyor musunuz ? Diyorsanız , cevabım hazır : Kolaysa yap	da	görelim . Hayatın ilk ...	DC
ABD Tarım Bakanlığı yetkilileri , ülkede yine olası bir deli dana vakasına rastlandığını duyururken , durumun kesinlik kazanmamasına rağmen sığır fiyatları ve borsada sığır ürünleri satan şirketlerin hisseleri düştü . Etin tüketici piyasalarına girmediği	de	belirtildi . ABD'de Haziran başından bu yana üçüncü kez deli dana şüphesiyle bazı etlerde ayrıntılı testler yapılıyor .	DC
Çevirecek dizi veya film mi kalmadı	da	bu diziyi çeviriyorsun sen .	DC
